title;entity;Vikidia;Wikipedia
Monday;O;Monday, is in most country's, the first day of the week.Monday is also the beginning of the school week.;Monday is the day of the week that takes place between Sunday and Tuesday. According to the International Organization for Standardization's ISO 8601 standard, it is the first day of the week. Names The names of the day of the week were coined in the Roman era, in Greek and Latin, in the case of Monday as
Tuvalu;MISC;26 km2Parliamentary democracy under constitutional monarchy  (UTC +12)Coins of Tuvaluan dollar, banknotes of Australian dollar.  Demonym  Tuvaluan;Tuvalu ( too-VAH-loo), formerly known as the Ellice Islands, is an island country in the Polynesian subregion of Oceania in the Pacific Ocean, about midway between Hawaii and Australia. It lies east-northeast of the Santa Cruz Islands (which belong to the Solomon
Lionel Messi;MISC;Messi at the UEFA Super Cup of 2015. Lionel Messi (full name: Lionel Andrés Messi Cuccittini) is a professional footballer that was born in Rosario, Argentina. Messi plays at the national team of Argentina;"Lionel Andrés ""Leo"" Messi (Spanish pronunciation: [ljoˈnel anˈdɾes ˈmesi] , born 24 June 1987) is an Argentine professional footballer who plays as a forward for and captains both Major League Soccer club Inter Miami and the Argentina national team. Widely regarded as one of the greatest players of all time, Messi has won a record eight Ballon d'Or awards, a record six European Golden Shoes, and was named the world's best player for a record eight times by FIFA. Until leaving the club in 2021, he had spent"
Renée Fleming;PER;Fleming in 2009 Renée Fleming is an American soprano. Fleming sings opera, lieder, jazz, and indie rock. Fleming was born on February 14, 1959 in Indiana, Pennsylvania. She grew up in Rochester, New York.;Renée Lynn Fleming (born February
Google Drive;ORG;Google Drive is a cloud storage service introduced by Google. Its main competitor is OneDrive. Google offers 15 GB of free storage to people with Google Accounts.;Google Drive is a file storage and synchronization service developed by Google. Launched on April 24, 2012, Google Drive allows users to store files in the cloud (on Google's servers), synchronize files across devices, and share files. In addition to a web interface, Google
Socialism;O;Socialism is an economic system in which the working class democratically owns the means of production.;Socialism is an economic and political philosophy encompassing diverse economic and social systems characterised by social ownership of the means of production, as opposed to private ownership. It describes the economic, political, and social theories and movements associated with the implementation of such systems. Social ownership can take various forms including: public, community, collective, cooperative, or employee. No single definition encapsulates the many types of socialism, but social ownership is the common element. Traditionally, socialism is on the left-wing of the political spectrum. Types of socialism vary based on the
CityVille;ORG;CityVille is a video game developed by Zynga Studios. The game is possible to play through the social network Facebook. It was announced the game would start on 11 November of 2010. However, it was not released until December of 2010. The delay was due to additional adjustments to the game.;CityVille is a defunct casual social city-building game developed by Zynga, and released in December 2010.A sequel,
Lord Byron;PER;Baron George (Gordon) Byron called Lord Byron was a famous British poet. He lived from 1788 to 1824.  When he was 10 years old he was given his title, land and money. He was born lame and had an unhappy childhood.  His odd life, good looks, and many love affairs made him a celebrity in Europe.  His most famous poem Don Juan was never finished.;George Gordon Byron, 6th Baron Byron (22 January 1788 – 19 April 1824) was an English poet and peer. He was one of the leading figures of the Romantic movement, and is regarded as among the greatest of English poets. Among his best-known works are the lengthy narratives Don Juan and Childe Harold's Pilgrimage, many of his shorter lyrics in Hebrew Melodies also became popular. Byron was educated at Trinity College, Cambridge, before travelling extensively
Emoji;O;Emojis are ideograms and smileys used in messages and sometimes websites. There are several types of emoji.;An emoji ( ih-MOH-jee, plural emoji or emojis, Japanese: 絵文字, romanized: emoji, Japanese pronunciation: [emoꜜʑi]) is a
Boston;LOC;Boston is the state capital and largest city of Massachusetts, United States. In 2013, the city proper had 645,966 people.[1] The teams in Boston include the Boston Red Sox (baseball) and Boston Celtics (basketball).  Prudential Building and John Hancock Building are two tall buildings in Boston. The Bruins are their hockey team.;Boston (US: ), officially the City of Boston, is the capital and most populous city in Massachusetts, a state in the United States. The city serves as the cultural and financial center of the New England region of the Northeastern United States. It has an area of 48.4 sq mi (125 km2) and a population of 675,647 as of 2020. The Greater Boston metropolitan statistical area, surrounding the city, is the eleventh-largest in
Anthony Henday;PER;Anthony Henday was an Explorer, who lived in 1725 in the UK.  Anthony Henday has to go to Canada to find new countries.  The exploration was at 1750-1762  Anthony Henday and send by the Europeans.  Henday traveled further into western Canada than any white person before him, and his diary contains important insights into how the native population lived at that time.;Anthony
Totally Spies!;PER;Totally Spies ! is a French/Canadian animated television series.The series was created by Vincent Chalvon-Demersay and David Michel. An episode lasts about 21 minutes. There are 6 seasons.;Totally Spies! is a French anime-influenced animated spy-fi series created by Vincent Chalvon-Demersay and David Michel mainly produced by French company Banijay Kids & Family Studio France, with seasons three to five being co-produced with
Writer;O;A writer is a person who writes a piece of work, such as a story or a poem. Writers also work for magazines and newspapers.;A writer is a person who uses written words in different writing styles, genres and techniques to communicate ideas, to inspire feelings and emotions, or to entertain. Writers may develop different forms of writing such as novels, short stories, monographs, travelogues, plays, screenplays, teleplays, songs, and essays as well as reports, educational material, and news articles that may be of interest to the general public. Writers' works are nowadays published across a wide range of media. Skilled writers who are able to use language to express ideas
